Вопрос,Ответ
"Я получил требование об уплате налога, но считаю, что платить не должен. Что мне делать?","Если вы не согласны с требованием об уплате налога, вы имеете право обжаловать его в вышестоящий налоговый орган или в суд в установленные сроки (статья 138 Налогового кодекса РФ).
    
176."
Что такое НДФЛ по ставке 15% и когда он применяется?,"С 2021 года для доходов физических лиц, превышающих определенный размер за налоговый период (календарный год), применяется ставка НДФЛ в размере 15% (статья 224 Налогового кодекса РФ).
    
177."
Я работаю по гражданско-правовому договору. Как с моих доходов удерживается НДФЛ?,"Если вы работаете по гражданско-правовому договору с организацией или индивидуальным предпринимателем, они выступают в качестве налогового агента и обязаны исчислить, удержать и перечислить НДФЛ с вашего вознаграждения (статья 226 Налогового кодекса РФ).
    
178."
Что такое налоговый период по НДФЛ?,"Налоговым периодом по налогу на доходы физических лиц признается календарный год (статья 216 Налогового кодекса РФ).
    
179."
Как мне узнать свой ОКТМО для уплаты налогов?,"Узнать код ОКТМО (Общероссийский классификатор территорий муниципальных образований) для уплаты налогов можно на сайте ФНС России с помощью специального сервиса.
    
180."
Что такое авансовые платежи по налогу на прибыль организаций?,"В течение налогового периода организации обязаны уплачивать авансовые платежи по налогу на прибыль. Порядок и сроки уплаты зависят от выбранного способа (ежемесячно или ежеквартально) (статья 286 Налогового кодекса РФ).
    
181."
"Я являюсь владельцем нескольких квартир, сдаю их в аренду и плачу НДФЛ. Могу ли я зарегистрироваться как ИП для оптимизации налогов?","Да, вы можете зарегистрироваться в качестве индивидуального предпринимателя и выбрать специальный налоговый режим, например, УСН, что может быть выгоднее, чем уплата НДФЛ по общей ставке (глава 26.2 Налогового кодекса РФ).
    
182."
Что такое налоговая база по налогу на имущество организаций?,"Налоговая база по налогу на имущество организаций определяется как среднегодовая (средняя) стоимость имущества, признаваемого объектом налогообложения (статья 375 Налогового кодекса РФ).
    
183."
Какие организации освобождены от уплаты налога на имущество?,"Налоговый кодекс предусматривает ряд организаций, освобожденных от уплаты налога на имущество, например, государственные и муниципальные учреждения (статья 381 Налогового кодекса РФ).
    
184."
Что такое транспортный налог для юридических лиц?,"Транспортный налог для юридических лиц является региональным налогом и уплачивается организациями, на которые зарегистрированы транспортные средства (статья 356 Налогового кодекса РФ). Ставки и порядок уплаты устанавливаются законами субъектов РФ.
    
185."
Что такое земельный налог для организаций?,"Земельный налог для организаций является местным налогом и уплачивается организациями, владеющими земельными участками на праве собственности, постоянного (бессрочного) пользования или пожизненного наследуемого владения (статья 388 Налогового кодекса РФ).
    
186."
Как часто нужно платить земельный налог юридическим лицам?,"Сроки уплаты земельного налога и авансовых платежей по нему устанавливаются органами местного самоуправления (статья 397 Налогового кодекса РФ).
    
187."
Что такое водный налог и кто его платит?,"Водный налог является федеральным налогом и уплачивается за пользование водными объектами (например, за забор воды из поверхностных и подземных водных объектов) (статья 333.7 Налогового кодекса РФ).
    
188."
Что такое налог на добычу полезных ископаемых (НДПИ)?,"НДПИ - это федеральный налог, который уплачивается организациями и индивидуальными предпринимателями, осуществляющими добычу полезных ископаемых на территории Российской Федерации (статья 334 Налогового кодекса РФ).
    
189."
Что такое акцизы на табачные изделия?,"Акцизы на табачные изделия - это федеральные налоги, которые включаются в стоимость табачной продукции (статья 179 и глава 22 Налогового кодекса РФ).
    
190."
Что такое налог на игорный бизнес?,"Налог на игорный бизнес является региональным налогом и уплачивается организациями, осуществляющими деятельность в сфере игорного бизнеса (статья 364 Налогового кодекса РФ).
    
191."
Что такое государственная пошлина за регистрацию юридического лица?,"Государственная пошлина взимается за государственную регистрацию юридических лиц в установленном размере (статья 333.33 Налогового кодекса РФ).
    
192."
"Как восстановить утерянные документы, подтверждающие право на налоговый вычет?","В случае утери документов, подтверждающих право на налоговый вычет, вы можете запросить их копии в организациях, которые их выдавали (например, в учебном заведении, медицинском учреждении).
    
193."
"Что делать, если мне пришло уведомление об уплате налога на имущество за проданную квартиру?","Вам необходимо обратиться в налоговую инспекцию с документами, подтверждающими продажу квартиры, для уточнения информации и снятия вас с учета в качестве плательщика налога на данное имущество.
    
194."
Могу ли я получить отсрочку или рассрочку по уплате налогов?,"Да, в определенных случаях, предусмотренных Налоговым кодексом, налогоплательщику может быть предоставлена отсрочка или рассрочка по уплате налога (статья 61 Налогового кодекса РФ).
    
195."
Что такое налоговое администрирование?,"Налоговое администрирование - это деятельность уполномоченных органов государственной власти по обеспечению соблюдения налогового законодательства, контролю за правильностью исчисления, полнотой и своевременностью уплаты налогов и сборов.
    
196."
Какова роль Федеральной налоговой службы (ФНС) России?,"Федеральная налоговая служба является федеральным органом исполнительной власти, осуществляющим функции по контролю и надзору за соблюдением законодательства о налогах и сборах (статья 4 Федерального закона от 21.03.1991 N 943-1 ""О налоговых органах Российской Федерации"").
    
197."
Что такое налоговый контроль за трансфертным ценообразованием?,"Налоговый контроль за трансфертным ценообразованием направлен на проверку соответствия цен, применяемых в контролируемых сделках между взаимозависимыми лицами, рыночным ценам (раздел V.1 Налогового кодекса РФ).
    
198."
Что такое международное налоговое соглашение?,"Международные налоговые соглашения заключаются между государствами для избежания двойного налогообложения и предотвращения уклонения от уплаты налогов.
    
199."
"Как облагаются налогом доходы иностранных граждан, работающих в России?","Доходы иностранных граждан, работающих в России, облагаются НДФЛ по общим правилам, если они являются налоговыми резидентами РФ. Для нерезидентов применяются другие ставки (статья 207 и статья 224 Налогового кодекса РФ).
    
200."
"Что делать, если я не понимаю какое-то положение Налогового кодекса? Где я могу найти разъяснения?","Разъяснения по вопросам применения налогового законодательства можно найти на официальном сайте ФНС России, в справочно-правовых системах, а также обратившись за консультацией к налоговому специалисту или в налоговую инспекцию."
"Мне постоянно показывают рекламу по телевизору, которая кажется мне неправдивой. Куда я могу пожаловаться?","В соответствии с частью 1 статьи 3 Федерального закона ""О рекламе"", недобросовестная реклама не допускается. Если вы считаете рекламу недобросовестной, вы можете обратиться с жалобой в Федеральную антимонопольную службу (ФАС России), которая уполномочена контролировать соблюдение законодательства о рекламе (статья 33 Федерального закона ""О рекламе"").
    
2."
"Я видел рекламу лекарства, которое обещает мгновенное излечение от всех болезней. Законно ли это?","Нет, такая реклама незаконна. Часть 7 статьи 24 Федерального закона ""О рекламе"" запрещает рекламу лекарственных средств, медицинских изделий и медицинских услуг, методов профилактики, диагностики, лечения и медицинской реабилитации, которая содержит, в частности, гарантию положительного лечебного эффекта, свойства и характеристики, не соответствующие действительности.
    
3."
Могут ли показывать рекламу алкоголя по телевизору в любое время суток?,"Нет, реклама алкогольной продукции на телевидении и радио запрещена, за исключением определенных случаев, таких как спонсорство спортивных трансляций (с соблюдением определенных условий) и размещение в местах продажи алкогольной продукции (статья 21 Федерального закона ""О рекламе"").
    
4."
Я часто вижу рекламу табачных изделий. Разве это разрешено?,"Реклама табачных изделий и никотинсодержащей продукции запрещена практически во всех формах, включая телевидение, радио, печатные издания и интернет (статья 23 Федерального закона ""О рекламе""). Существуют некоторые исключения, например, размещение информации в местах продажи.
    
5."
Мне пришло рекламное SMS-сообщение без моего согласия. Это законно?,"Нет, распространение рекламы по сетям электросвязи, включая SMS-рассылки, допускается только при условии предварительного согласия абонента или адресата (часть 1 статьи 18 Федерального закона ""О рекламе"").
    
6."
"В интернете я увидел рекламу, которая вводит меня в заблуждение относительно свойств товара. Что делать?","В соответствии с частью 2 статьи 3 Федерального закона ""О рекламе"", недостоверная реклама не допускается. Недостоверной1 признается реклама, которая содержит не соответствующие действительности сведения о товаре, условиях его приобретения и т.д. Вы можете обратиться с жалобой в ФАС России.
    
7."
Могут ли показывать рекламу фастфуда во время детских передач?,"Реклама продуктов, не рекомендуемых для питания детей в возрасте до 16 лет, не должна размещаться в детских теле- и радиопередачах, а также в печатных изданиях, предназначенных преимущественно для детей (часть 6 статьи 25 Федерального закона ""О рекламе"").
    
8."
"Я увидел на улице рекламный щит, который закрывает дорожный знак. Это нарушение?","Да, размещение рекламных конструкций не должно создавать помех для движения пешеходов и транспортных средств, в том числе путем ограничения видимости дорожных знаков или светофоров (часть 2 статьи 19 Федерального закона ""О рекламе"").
    
9."
"В почтовом ящике я нашел много рекламных листовок, которые мне не нужны. Могу ли я как-то это остановить?","Федеральный закон ""О рекламе"" напрямую не регулирует распространение печатной рекламы по почтовым ящикам. Однако вы можете обратиться к распространителям с просьбой исключить ваш адрес из списка рассылки. Если вы считаете такую рекламу навязчивой, вы можете обратиться в ФАС России с соответствующей информацией.
    
10."
"На сайте я увидел рекламу финансовой услуги, которая обещает очень высокий доход, но не указывает на риски. Законно ли это?","Нет, реклама финансовых услуг должна содержать достоверную информацию2 и не должна умалчивать об условиях оказания услуг, влияющих на сумму доходов или расходов, а также о возможных рисках (статья 28 Федерального закона ""О рекламе"").
    
11."
Что такое социальная реклама и какие к ней требования?,"Социальная реклама направлена на достижение общественно полезных целей, а также целей государственной политики. Она не должна содержать сведений о конкретных марках (моделях, артикулах) товаров, товарных знаках, знаках обслуживания и об иных средствах индивидуализации коммерческих организаций, индивидуальных предпринимателей, за исключением случаев, предусмотренных законом (статья 10 Федерального закона ""О рекламе"").
    
12."
Могут ли использовать образ медицинского работника в рекламе лекарств?,"В рекламе лекарственных средств, медицинских изделий и медицинских услуг запрещается использование образов медицинских и фармацевтических работников, за исключением рекламы, размещаемой в местах проведения медицинских или фармацевтических съездов, конференций, симпозиумов, выставок, а также в специализированных печатных изданиях, предназначенных для медицинских и фармацевтических работников (часть 5 статьи 24 Федерального закона ""О рекламе"").
    
13."
"Я увидел рекламу магазина, где указана одна цена на товар, а на кассе мне говорят другую, более высокую. Законно ли это?","Такая реклама является недостоверной, так как содержит не соответствующие действительности сведения о цене товара (пункт 4 части 2 статьи 3 Федерального закона ""О рекламе""). Вы имеете право требовать продажу товара по цене, указанной в рекламе.
    
14."
"Могут ли в рекламе говорить, что один товар лучше другого, не приводя никаких доказательств?","Реклама не должна содержать некорректные сравнения рекламируемого товара с товарами, находящимися в обороте, которые произведены другими изготовителями или реализуются другими продавцами (часть 6 статьи 5 Федерального закона ""О рекламе""). Такие сравнения должны быть обоснованными и доказуемыми.
    
15."
Что такое спонсорская реклама?,"Спонсорская реклама - это реклама, распространяемая на условиях спонсорского договора. Спонсор обязан указать свое наименование (фирменное наименование), товарный знак или знак обслуживания в распространяемой им рекламе (статья 19 Федерального закона ""О рекламе"").
    
16."
Могут ли показывать рекламу лотерей по телевизору?,"Реклама лотерей и основанных на риске игр должна содержать, в частности, информацию об организаторе, сроках проведения и правилах участия (статья 27 Федерального закона ""О рекламе""). Существуют определенные ограничения по времени и формам размещения такой рекламы.
    
17."
"Я увидел рекламу, которая дискриминирует людей по какому-либо признаку. Законно ли это?","Нет, реклама не должна содержать дискриминационные высказывания по признакам пола, расы, национальности, языка, происхождения, имущественного или должностного положения, социального происхождения, возраста, места жительства, отношения к религии, убеждений, принадлежности к общественным объединениям или по любым другим обстоятельствам (часть 3 статьи 5 Федерального закона ""О рекламе"").
    
18."
Могут ли использовать в рекламе образ несовершеннолетних без согласия родителей?,"Использование в рекламе изображений несовершеннолетних допускается только с согласия их родителей или законных представителей (часть 4 статьи 5 Федерального закона ""О рекламе"").
    
19."
"Что делать, если реклама нарушает мои права как потребителя?","Если реклама нарушает ваши права как потребителя, вы можете обратиться с жалобой в ФАС России, а также в органы по защите прав потребителей (например, Роспотребнадзор) или в суд.
    
20."
Могут ли мне звонить с предложениями рекламного характера без моего согласия?,"Распространение рекламы посредством телефонной связи допускается только при условии предварительного согласия абонента (часть 1 статьи 18 Федерального закона ""О рекламе"").
    
21."
"Я увидел рекламу, которая порочит честь и достоинство другого человека. Это законно?","Реклама не должна порочить честь, достоинство или деловую репутацию лица (часть 1 статьи 5 Федерального закона ""О рекламе"").
    
22."
Могут ли в рекламе использовать государственные символы Российской Федерации?,"Использование государственных символов Российской Федерации (герба, флага, гимна) в рекламе регулируется законодательством. Как правило, такое использование допускается только с разрешения соответствующих государственных органов (статья 8 Федерального закона ""О рекламе"").
    
23."
Что такое контрреклама?,"Контрреклама - это опровержение ненадлежащей рекламы, распространяемое в целях устранения вызванных ею последствий. Она должна быть доведена до сведения потребителей тем же способом, тем же объемом и в тот же срок, что и опровергаемая реклама, если иной срок не установлен предписанием антимонопольного органа (статья 38 Федерального закона ""О рекламе"").
    
24."
"Могут ли в рекламе говорить о том, что товар одобрен государственными органами, если это не так?","Нет, реклама не должна содержать утверждения о том, что рекламируемый товар (работа, услуга) одобряется федеральными органами государственной власти, органами государственной власти субъектов Российской Федерации, органами местного самоуправления либо их должностными лицами или организациями, если это в действительности не соответствует действительности (пункт 1 части 2 статьи 3 Федерального закона ""О рекламе"").
    
25."
"Какие требования предъявляются к рекламе, распространяемой по радио?","Реклама, распространяемая по радио, должна соответствовать общим требованиям закона ""О рекламе"". Существуют также специальные требования, например, длительность рекламных блоков не должна превышать установленные законом нормы (статья 14 Федерального закона ""О рекламе"").
    
26."
"Могут ли в рекламе использовать иностранные слова, если их значение непонятно большинству людей?","Использование иностранных слов и выражений в рекламе на территории Российской Федерации должно сопровождаться их переводом на русский язык (часть 1 статьи 7 Федерального закона ""О рекламе"").
    
27."
"Что делать, если я увидел рекламу, которая, на мой взгляд, нарушает нормы общественной морали?","Реклама не должна нарушать общепринятые нормы гуманности и морали (часть 3 статьи 5 Федерального закона ""О рекламе""). Вы можете сообщить о такой рекламе в ФАС России.
    
28."
Могут ли в рекламе лекарств давать советы по самолечению?,"Реклама лекарственных средств не должна содержать указание на лечебные свойства, наличие которых не подтверждено в порядке, установленном федеральным законом (часть 1 статьи 24 Федерального закона ""О рекламе""). Давать3 прямые советы по самолечению в рекламе лекарств, как правило, не допускается.
    
29."
"Какие требования предъявляются к рекламе, размещаемой в интернете?","Реклама, размещаемая в интернете, должна соответствовать общим требованиям закона ""О рекламе"". Также существуют особенности, связанные с таргетированием рекламы и согласием на ее получение (статья 18 Федерального закона ""О рекламе"").
    
30."
Могут ли в рекламе использовать бранные слова и непристойные выражения?,"Нет, реклама не должна содержать бранные слова, непристойные и оскорбительные образы, сравнения и выражения (часть 3 статьи 5 Федерального закона ""О рекламе"").
    
31."
"Что такое реклама, распространяемая по сетям почтовой связи?","Реклама, распространяемая по сетям почтовой связи, должна соответствовать общим требованиям закона ""О рекламе"". Рассылка рекламы без согласия адресата не допускается (часть 1 статьи 18 Федерального закона ""О рекламе"").
    
32."
"Могут ли в рекламе говорить о преимуществах товара, которые на самом деле являются его недостатками?","Нет, реклама не должна содержать недостоверные сведения о преимуществах рекламируемого товара перед товарами других изготовителей (продавцов) (пункт 2 части 2 статьи 3 Федерального закона ""О рекламе"").
    
33."
"Какие требования предъявляются к наружной рекламе (например, на рекламных щитах)?","Размещение наружной рекламы регулируется статьей 19 Федерального закона ""О рекламе"". Необходимо получать разрешение на установку рекламных конструкций, и они должны соответствовать определенным требованиям безопасности и внешнего вида.
    
34."
"Могут ли в рекламе использовать результаты научных исследований, если эти исследования не проводились или их результаты искажены?","Нет, реклама не должна содержать недостоверные сведения о результатах исследований и испытаний (пункт 3 части 2 статьи 3 Федерального закона ""О рекламе"").
    
35."
Что такое реклама на транспортных средствах?,"Размещение рекламы на транспортных средствах регулируется статьей 20 Федерального закона ""О рекламе"". Она не должна создавать угрозу безопасности движения и должна соответствовать определенным требованиям.
    
36."
"Могут ли в рекламе утверждать, что товар обладает лечебными свойствами, если он не является лекарственным средством?","Нет, реклама товаров, не являющихся лекарственными средствами, не должна создавать впечатление, что они обладают лечебными свойствами (часть 8 статьи 24 Федерального закона ""О рекламе"").
    
37."
Какие требования предъявляются к рекламе биологически активных добавок (БАД)?,"Реклама БАД не должна создавать впечатление, что они являются лекарственными средствами или обладают лечебными свойствами, а также должна содержать предупреждение о том, что они не являются лекарством (часть 1 статьи 25 Федерального закона ""О рекламе"").
    
38."
"Могут ли в рекламе продуктов питания говорить о том, что они полезны для здоровья, если это не соответствует действительности?","Реклама продуктов питания должна содержать достоверную информацию об их составе, пищевой ценности, свойствах, условиях применения и т.д. (статья 25 Федерального закона ""О рекламе""). Недостоверная реклама не допускается.
    
39."
"Что такое реклама, распространяемая в кино- и видеофильмах?","Размещение рекламы в кино- и видеофильмах регулируется статьей 15 Федерального закона ""О рекламе"". Существуют ограничения по времени и способам размещения такой рекламы.
    
40."
"Могут ли в рекламе использовать звуковые эффекты, которые могут напугать людей (например, звук сирены)?","При распространении рекламы не допускается использование звуковых сигналов, сходных с сигналами экстренных служб (часть 9 статьи 5 Федерального закона ""О рекламе"").
    
41."
Какие требования предъявляются к рекламе образовательных услуг?,"Реклама образовательных услуг должна содержать достоверную информацию об уровне образования, сроках обучения, стоимости и других существенных условиях (статья 27.1 Федерального закона ""О рекламе"").
    
42."
"Могут ли в рекламе говорить о том, что товар произведен с использованием труда заключенных?","Реклама не должна содержать информацию, порочащую продукцию других производителей (часть 7 статьи 5 Федерального закона ""О рекламе""). Вопрос об использовании труда заключенных может рассматриваться в контексте соблюдения этических норм рекламы.
    
43."
Что такое скрытая реклама?,"Скрытая реклама, то есть реклама, которая оказывает не осознаваемое потребителями воздействие на их сознание, в том числе путем использования специальных видео- и аудиотехнических приемов, не допускается (часть 9 статьи 5 Федерального закона ""О рекламе"").
    
44."
Могут ли в рекламе использовать образ умерших людей без согласия их родственников?,"Использование в рекламе изображений физических лиц, в том числе умерших, допускается только с их согласия или согласия их законных представителей (часть 1 статьи 5 Федерального закона ""О рекламе"").
    
45."
"Какие требования предъявляются к рекламе, распространяемой на телефонных справочниках?","Реклама, распространяемая на телефонных справочниках, должна соответствовать общим требованиям закона ""О рекламе"".
    
46."
"Могут ли в рекламе указывать на то, что товар является ""экологически чистым"", если это не подтверждено соответствующими сертификатами?","Реклама не должна содержать недостоверные сведения об экологических характеристиках товара (пункт 5 части 2 статьи 3 Федерального закона ""О рекламе""). Такие заявления должны быть подтверждены соответствующими документами.
    
47."
Что такое антимонопольные требования к рекламе?,"Антимонопольные требования к рекламе направлены на предотвращение недобросовестной конкуренции и включают запрет на распространение недостоверной, недобросовестной и заведомо ложной рекламы (статья 4 Федерального закона ""О рекламе"").
    
48."
"Могут ли в рекламе использовать товарные знаки, которые принадлежат другим компаниям, без их разрешения?","Использование в рекламе чужих товарных знаков без разрешения правообладателя может являться нарушением законодательства о рекламе и законодательства о защите интеллектуальной собственности.
    
49."
Какие штрафы предусмотрены за нарушение закона о рекламе?,"За нарушение законодательства о рекламе предусмотрена административная ответственность в соответствии с Кодексом Российской Федерации об административных правонарушениях (КоАП РФ). Размеры штрафов зависят от вида нарушения и могут быть значительными (статья 38 Федерального закона ""О рекламе"").
    
50."
Могу ли я отказаться от получения рекламных рассылок на мою электронную почту?,"Да, распространение рекламы по электронной почте допускается только при условии предварительного согласия адресата. В каждом рекламном сообщении должна быть предусмотрена возможность отказаться от дальнейшего получения таких сообщений (часть 1 статьи 18 Федерального закона ""О рекламе"")."
Обязательно ли заключать трудовой договор в письменной форме?,"Да, трудовой договор заключается в письменной форме (статья 67 Трудового кодекса РФ).

2."
Какие обязательные сведения должны быть указаны в моем трудовом договоре?,"В трудовом договоре обязательно указываются: фамилия, имя, отчество работника и наименование работодателя; сведения о документах, удостоверяющих личность работника и работодателя; ИНН работодателя; место работы; трудовая функция; дата начала работы; условия оплаты труда; режим рабочего времени и времени отдыха; гарантии и компенсации за работу с вредными и (или) опасными условиями труда (если есть); условия, определяющие в необходимых случаях характер работы (подвижной, разъездной, в пути, другой); условия труда на рабочем месте; условие об обязательном социальном страховании работника (статья 57 Трудового кодекса РФ).

3."
